merchantId,name,logo,latitude,longitude
3fca4896-8b78-4e6b-97d1-b03b4b7b8e00,Company 3,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,55.264283,69.741546
b67a8c24-6b68-4b97-8357-89e1a68e6b2e,Company 4,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-70.618881,135.935318
d290a3b7-5e9b-4f3f-9e91-0f93cfe23d29,Company 5,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-35.212091,140.308308
8a14e7e5-5639-4b63-9a65-6c7b06f93f0c,Company 6,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,60.720818,-72.048654
8d4081f1-d1c8-48ea-853a-139bdc76c5b1,Company 7,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,38.238696,-144.249777
9b80d916-e49f-4e0d-837e-8b66fbfb88b4,Company 8,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,12.406465,-37.491084
bb98e515-45bc-4f2f-8fc0-403c9e98a7ee,Company 9,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-45.738002,-73.477424
61e8da69-42f1-4e6b-9e9f-2d0d1f7b72b1,Company 10,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,5.920149,52.941648
c8c16e8e-e1e6-4e4e-8cfb-d2039a3b875b,Company 11,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,33.928392,-66.398573
aed42017-0c4a-4bfb-b9f8-72834d3345b1,Company 12,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-20.299357,43.985476
c63446b3-8bb8-42df-a1f7-b8b7e9b4b1e8,Company 13,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,16.793485,-85.374916
014a1d41-8e2b-4de7-bb08-e6f1cfa6bf13,Company 14,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,44.239578,17.214716
e3eec945-312d-4014-9674-1e0c5b27d2b4,Company 15,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-13.498623,-78.126537
ff23bcf1-6f8c-4c91-8b43-91f0d49295c8,Company 16,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-25.208734,-42.586974
7505930c-8e6b-4623-a451-6a063be60a07,Company 17,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,40.283947,-5.734091
289ffec9-4952-40c8-8a82-35c528983ef9,Company 18,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,29.187916,-12.831627
817e9f3d-f20f-4b8c-899b-7a2c92738c1c,Company 19,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,26.091085,103.187382
216e2799-492b-4e18-83b9-4e7f946ad94a,Company 20,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,54.273918,9.083217
981f0f3a-52db-4dc1-9b55-312f32d69108,Company 21,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-47.264092,49.924067
b6a9ed6e-4f69-48d4-9b1c-282e34c43d10,Company 22,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,37.495021,-81.328641
30b3f5f7-67eb-4860-9171-8b2e2b4f22c2,Company 23,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,19.037125,60.278402
a239dcb8-1d9c-49e2-8e63-08a7a05db95e,Company 24,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-1.487612,-159.284416
f479d15f-74ef-44a1-8ea3-7f5d03d7a484,Company 25,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,48.493178,120.315104
b6e1d9d1-30ad-43d8-9d3a-77e3d2e1a54e,Company 26,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,52.314597,32.072184
ef87bada-f0a4-40c5-a816-e5e18403e9ba,Company 27,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-53.984214,-102.981375
08d8d6e7-0f9c-4098-8b16-14e4bcf2dbe3,Company 28,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-8.273916,110.437582
490273cf-d88a-42b2-8858-b82e9dfd5481,Company 29,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,66.937619,82.498531
82b495f7-f1d5-4c8e-bb1d-3043a5cb793b,Company 30,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-62.821497,17.893614
7f8d7f2d-6888-4f92-9b38-cd08af826d5f,Company 31,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-55.932175,59.087921
2b0f6c4a-7f7e-4a4c-a83c-e6c8e7714f8d,Company 32,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,60.982741,76.102914
90fa5f6d-8b1e-4c19-8f9b-2a7b0e6c4c6f,Company 33,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,21.485917,-136.194018
d4795e57-314f-4b91-8b95-4731a1a4af41,Company 34,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon_icon.png,-2.456917,8.219731
e2c8d39e-7dc3-4056-a7c5-231ce5f92e65,Company 35,https://upload.wikimedia.org/wikipedia/commons/d/de/Amazon
